What,Timestamp,Email Address,I enjoy reading the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught in the notes. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend these notes to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I enjoy doing the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I understand what was taught through the activities. (1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),I will recommend the activities to my friends.(1: Strongly disagree; 2: Disagree; 3: Not sure; 4: Agree; 5: Strongly agree),How long do you think you spent on this lesson?,Please rate your overall experience. Is this experience satisfying?,Age,"Additional feedback. Please write down if you have some thoughts on what you like about the lesson, what you think could be improved or some other feedback. All feedback are welcomed! "
FBD-Lesson1,8/24/2021 11:50:03,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/24/2021 11:53:18,,10,8,6,8,8,6,Between 60 to 90 minutes,Satisfying,14,nothing:)
FBD-Lesson1,8/24/2021 11:53:50,,10,8,10,10,8,10,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/24/2021 12:25:10,,10,10,8,10,10,8,Between 60 to 90 minutes,Very satisfying,16,
FBD-Lesson1,8/24/2021 12:30:58,,8,8,8,8,8,8,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 13:01:09,,6,4,6,8,8,10,Between 30 to 60 minutes,Not sure,17,
FBD-Lesson1,8/24/2021 13:13:58,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 13:56:16,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,16,I think all the graphics and elements added are so interesting and I can clearly see and  understand the concept. I really like it!
FBD-Lesson1,8/24/2021 14:09:48,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,Nothing.All this were perfect.
FBD-Lesson1,8/24/2021 14:27:06,,10,8,10,8,8,6,Less than 30 minutes,Satisfying,16,the notes are clearly presented. easy to understand too:)
FBD-Lesson1,8/24/2021 14:36:35,,10,10,8,8,8,8,Less than 30 minutes,Satisfying,17,"i lke the way the lesson was present and yhe information was really help us to know about what internet is provide for.its also awesome.
"
FBD-Lesson1,8/24/2021 14:39:24,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,16,I want more pictures to explain the lesson.
FBD-Lesson1,8/24/2021 14:48:07,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson1,8/24/2021 14:51:24,,6,8,6,6,8,6,Less than 30 minutes,Not sure,15,
FBD-Lesson1,8/24/2021 15:01:11,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,16,"Special thanks to these efective n proactive lesson! Really helps to guide me further about digital information,internet and so on"
FBD-Lesson1,8/24/2021 15:29:02,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/24/2021 15:36:11,,6,8,6,8,6,8,More than 90 minutes,Satisfying,14,
FBD-Lesson1,8/24/2021 15:37:42,,2,6,4,4,10,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/24/2021 15:44:06,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson1,8/24/2021 15:50:02,,10,10,10,10,10,10,Between 60 to 90 minutes,Very satisfying,16,"The materials prepared are intriguing as the images are very attractive. I like the information given because it is easy to understand. I also gained some knowledge from the pre-survey, as well as the Wordwall game. Furthermore, I did learn a lot of knowledge from the introduction about the internet and I would like to learn more afterwards. Hopefully our team will be chosen to participate in this competition and we can use our time beneficially to explore the digital world during this pandemic. Lastly, I would like to appreciate the organisers of this competition for giving us an opportunity to know more about the digital world. "
FBD-Lesson1,8/24/2021 15:59:00,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 16:05:45,,8,6,10,10,6,10,More than 90 minutes,Very satisfying,14,please prepare the question easily
FBD-Lesson1,8/24/2021 16:06:00,,8,10,8,8,8,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/24/2021 16:08:42,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 16:23:23,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/24/2021 16:26:26,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 16:57:33,,8,6,4,6,6,6,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/24/2021 17:00:48,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/24/2021 17:03:16,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson1,8/24/2021 17:06:24,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,IMPROVE  KNOWLEDGE
FBD-Lesson1,8/24/2021 17:08:12,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson1,8/24/2021 17:09:19,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,I think this lesson is the best! 
FBD-Lesson1,8/24/2021 17:27:10,,10,8,8,10,10,10,Less than 30 minutes,Very satisfying,14,NOPE
FBD-Lesson1,8/24/2021 17:38:58,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,no I dont have
FBD-Lesson1,8/24/2021 17:45:02,,6,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 17:52:37,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,As far from me all good!!!
FBD-Lesson1,8/24/2021 17:55:02,,6,8,8,6,8,8,Less than 30 minutes,Not sure,16,
FBD-Lesson1,8/24/2021 17:55:19,,8,8,8,8,8,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 18:12:39,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,I like the introduction on the website because it is interesting. There are a lot of picture and conveyance of message is really clear and easy to understand. It did't make me feeling boring. I enjoy it so much.
FBD-Lesson1,8/24/2021 18:17:22,,10,8,8,8,8,6,Between 30 to 60 minutes,Satisfying,16,"i love the colours, it really catches my eyes"
FBD-Lesson1,8/24/2021 18:52:08,,8,8,8,8,8,8,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 18:52:10,,10,8,8,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson1,8/24/2021 18:58:05,,8,10,8,8,10,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 18:59:32,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson1,8/24/2021 19:11:06,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,16,"The design and illustrations are nicely done! All information are brought out in a clear and attracting arrangement, thank you for preparing such a beneficial study material! "
FBD-Lesson1,8/24/2021 19:16:55,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,17,really enjoy the activities provided with the attractive animation there.
FBD-Lesson1,8/24/2021 19:25:31,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,I like the graphics and animations very much!! Taking the lesson is very satisfying due to colorful and nice environment. The mini games are very fun too!
FBD-Lesson1,8/24/2021 19:27:55,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson1,8/24/2021 19:38:35,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,17,
FBD-Lesson1,8/24/2021 19:39:47,,8,8,8,8,8,6,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 19:50:16,,6,6,6,6,6,6,Between 30 to 60 minutes,Satisfying,15,NO
FBD-Lesson1,8/24/2021 20:02:31,,10,8,10,8,8,10,Between 30 to 60 minutes,Satisfying,17,I really enjoyed the lesson. One of the things I love about it is it has image along with the explaination. This really helps me to understand the information more and it is fun.
FBD-Lesson1,8/24/2021 20:11:15,,8,8,8,6,8,8,Between 30 to 60 minutes,Not sure,17,
FBD-Lesson1,8/24/2021 20:23:26,,10,8,8,10,10,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/24/2021 20:24:46,,8,10,6,6,10,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 20:26:50,,8,4,6,4,6,6,Between 60 to 90 minutes,Satisfying,14,
FBD-Lesson1,8/24/2021 20:34:18,,10,10,10,10,10,10,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 20:38:02,,10,8,10,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/24/2021 20:38:27,,10,8,8,8,10,10,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/24/2021 20:39:45,,10,8,6,8,8,6,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/24/2021 21:02:31,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,everything was good
FBD-Lesson1,8/24/2021 21:03:15,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 21:04:19,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/24/2021 21:04:40,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 21:17:22,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 21:31:32,,10,8,10,10,8,10,Less than 30 minutes,Not sure,16,
FBD-Lesson1,8/24/2021 21:40:38,,10,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/24/2021 22:12:58,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 22:13:34,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 22:20:09,,10,8,10,8,8,10,Between 30 to 60 minutes,Very satisfying,16,"No thoughts, overall it's very good."
FBD-Lesson1,8/24/2021 22:36:56,,2,2,2,2,2,2,Between 30 to 60 minutes,Very satisfying,17,
FBD-Lesson1,8/24/2021 23:10:46,,10,10,10,10,10,10,Less than 30 minutes,Not sure,16,thanks
FBD-Lesson1,8/24/2021 23:16:41,,8,6,8,6,8,6,Between 30 to 60 minutes,Satisfying,14,
FBD-Lesson1,8/24/2021 23:21:09,,10,10,10,10,10,10,Less than 30 minutes,Very not satisfying,16,i kinda done
FBD-Lesson1,8/24/2021 23:27:30,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,love it
FBD-Lesson1,8/24/2021 23:28:17,,10,10,10,10,8,10,Between 30 to 60 minutes,Very satisfying,16,
FBD-Lesson1,8/24/2021 23:33:28,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,good info. Thank you
FBD-Lesson1,8/24/2021 23:38:29,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,Good information. Thank you
FBD-Lesson1,8/24/2021 23:39:44,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/24/2021 23:41:41,,10,10,10,10,10,10,Less than 30 minutes,Not satisfying,16,I
FBD-Lesson1,8/24/2021 23:43:59,,10,6,10,10,6,6,Between 60 to 90 minutes,Not sure,16,
FBD-Lesson1,8/24/2021 23:53:36,,10,10,10,8,8,8,Less than 30 minutes,Very not satisfying,16,
FBD-Lesson1,8/25/2021 0:47:24,,8,6,10,10,6,10,Between 60 to 90 minutes,Not sure,17,
FBD-Lesson1,8/25/2021 0:53:50,,8,10,8,8,10,8,Between 30 to 60 minutes,Satisfying,17,
FBD-Lesson1,8/25/2021 1:36:03,,8,10,8,8,10,8,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/25/2021 2:32:58,,6,6,6,6,6,6,Between 30 to 60 minutes,Not sure,17,
FBD-Lesson1,8/25/2021 8:28:50,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/25/2021 9:13:42,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson1,8/25/2021 9:34:23,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,16,add some animation would be interesting too
FBD-Lesson1,8/25/2021 10:13:41,,8,8,6,8,8,6,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/25/2021 10:56:42,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,enjoy the activities
FBD-Lesson1,8/25/2021 10:59:49,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson1,8/25/2021 11:12:28,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,-
FBD-Lesson1,8/25/2021 11:17:11,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,-
FBD-Lesson1,8/25/2021 11:24:46,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,-
FBD-Lesson1,8/25/2021 11:25:57,,10,8,6,8,8,6,Between 30 to 60 minutes,Satisfying,13,-
FBD-Lesson1,8/25/2021 11:28:48,,10,10,10,8,8,10,Between 30 to 60 minutes,Very satisfying,16,Well keep up on the amazing work!!!!
FBD-Lesson1,8/25/2021 13:15:26,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,I have learned how to use the internet wisely and ways to communicate with others. 
FBD-Lesson1,8/25/2021 14:14:32,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,15,
FBD-Lesson1,8/25/2021 14:18:51,,10,10,10,10,10,10,More than 90 minutes,Not sure,15,-
FBD-Lesson1,8/25/2021 14:23:41,,8,8,8,8,8,8,Between 30 to 60 minutes,Not sure,15,
FBD-Lesson1,8/25/2021 14:28:34,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/25/2021 14:29:46,,8,8,6,8,8,6,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/25/2021 14:32:31,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,16,
FBD-Lesson1,8/25/2021 14:36:08,,10,10,10,10,10,10,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/25/2021 15:27:06,,10,10,10,10,10,10,More than 90 minutes,Very satisfying,17,
FBD-Lesson1,8/25/2021 16:55:43,,8,10,8,8,8,8,Between 30 to 60 minutes,Satisfying,15,
FBD-Lesson1,8/25/2021 17:02:40,,8,8,10,8,8,10,Less than 30 minutes,Satisfying,14,
FBD-Lesson1,8/25/2021 17:17:41,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/25/2021 20:03:21,,8,10,8,8,10,8,Between 30 to 60 minutes,Satisfying,15,-
FBD-Lesson1,8/25/2021 20:28:49,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,Good Info. Thank you
FBD-Lesson1,8/25/2021 21:06:13,,8,8,8,8,8,8,Between 30 to 60 minutes,Satisfying,16,
FBD-Lesson1,8/25/2021 21:07:42,,10,10,10,10,10,10,Less than 30 minutes,Satisfying,16,
FBD-Lesson1,8/25/2021 22:15:51,,10,10,10,10,10,10,Less than 30 minutes,Very satisfying,15,
FBD-Lesson1,8/26/2021 21:48:09,,8,8,10,8,8,8,Between 60 to 90 minutes,Satisfying,16,
FBD-Lesson1,8/26/2021 22:41:35,,8,8,8,10,10,8,Less than 30 minutes,Satisfying,17,
FBD-Lesson1,8/30/2021 10:27:56,,8,2,10,8,8,8,More than 90 minutes,Very satisfying,13," I  THINK IT,S NOT INTERESTING

"
FBD-Lesson1,9/24/2021 16:29:08,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,I LIKE THE LESSON
FBD-Lesson1,10/4/2021 22:38,,10,10,10,10,10,10,Between 30 to 60 minutes,Very satisfying,13,Nothing it was completed.
FBD-Lesson1,10/6/2021 10:30,,10,10,10,2,6,10,Less than 30 minutes,Very satisfying,14,
FBD-Lesson1,10/8/2021 17:58,,8,8,8,8,8,8,Less than 30 minutes,Satisfying,18,
